2024-02-01 09:07:33 [INFO] omnivault/transformer/core/callbacks.py log_on_fit_start L63: Initial learning rate: 2.2961808030073203e-05
2024-02-01 09:07:33 [INFO] omnivault/transformer/core/callbacks.py log_on_fit_start_model_summary L120: Total Parameters: 270226, Trainable Parameters: 270226
2024-02-01 09:07:33 [INFO] omnivault/transformer/core/callbacks.py log_on_train_epoch_start L68: ====================================================== Starting Train Epoch: 1/30 ======================================================
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L109: Total Samples:                   7000
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L110: Total Batches:                   28
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L111: Average Epoch Train Loss:        2.42055
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L112: Average Epoch Train Perplexity:  11.25200
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L113:

2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_train_epoch_start L68: ====================================================== Starting Valid Epoch: 1/30 ======================================================
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py save_state L53: Saved checkpoint at epoch 1 to ./data/adder/checkpoints/2024-02-01_09-07-30/model_checkpoint_epoch_1.pt
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L109: Total Samples:                   2000
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L110: Total Batches:                   8
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L111: Average Epoch Valid Loss:        1.72208
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L112: Average Epoch Valid Perplexity:  5.59614
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L113:

2024-02-01 09:07:38 [INFO] omnivault/transformer/projects/adder/main.py evaluate_and_generate_on_valid_epoch_end L153: Correct/Total Samples:           0/1000
2024-02-01 09:07:38 [INFO] omnivault/transformer/projects/adder/main.py evaluate_and_generate_on_valid_epoch_end L154: Eval Accuracy:                   0.0
2024-02-01 09:07:38 [INFO] omnivault/transformer/projects/adder/main.py evaluate_and_generate_on_valid_epoch_end L157:
 epoch  batch_index  sample_index  equation generated  correct
     1            1            58 98+69=167 98+69=107    False
     1            1            59 20+46=066  20+46=07    False
     1            1            60 48+69=117  48+69=07    False
     1            1            61 62+31=093  62+31=07    False
     1            1            62 80+59=139  80+59=07    False
     1            1            63 58+12=070  58+12=07    False
     1            1            64 08+96=104  08+96=07    False
     1            1            65 67+06=073  67+06=07    False
     1            1            66 22+04=026  22+04=07    False
     1            1            67 61+87=148  61+87=07    False
     1            1            68 95+27=122  95+27=07    False
     1            1            69 49+83=132  49+83=07    False
     1            1            70 43+00=043  43+00=07    False
     1            1            71 01+85=086  01+85=07    False
     1            1            72 11+68=079  11+68=07    False
     1            1            73 80+03=083  80+03=07    False
     1            1            74 54+83=137  54+83=07    False
     1            1            75 73+47=120  73+47=07    False
     1            1            76 99+93=192 99+93=107    False
     1            1            77 99+13=112  99+13=07    False
     1            1            78 92+66=158  92+66=07    False
     1            1            79 90+31=121  90+31=07    False
     1            1            80 25+69=094  25+69=07    False
     1            1            81 25+44=069  25+44=07    False
     1            1            82 00+93=093  00+93=07    False
     1            1            83 88+87=175  88+87=07    False
     1            1            84 47+56=103  47+56=07    False
     1            1            85 43+59=102  43+59=07    False
     1            1            86 22+00=022  22+00=07    False
     1            1            87 34+04=038  34+04=07    False
     1            1            88 65+13=078  65+13=07    False
     1            1            89 39+82=121  39+82=07    False
     1            1            90 66+83=149  66+83=07    False
     1            1            91 51+69=120  51+69=07    False
     1            1            92 80+21=101  80+21=07    False
     1            1            93 36+79=115  36+79=07    False
     1            1            94 21+68=089  21+68=07    False
     1            1            95 11+66=077  11+66=07    False
     1            1            96 55+19=074  55+19=07    False
     1            1            97 51+61=112  51+61=07    False
     1            1            98 38+88=126  38+88=07    False
     1            1            99 37+27=064  37+27=07    False
     1            1           100 18+63=081  18+63=07    False
     1            1           101 48+11=059  48+11=07    False
     1            1           102 72+68=140  72+68=07    False
     1            1           103 37+39=076  37+39=07    False
     1            1           104 64+95=159  64+95=07    False
     1            1           105 49+75=124  49+75=07    False
     1            1           106 45+66=111  45+66=07    False
     1            1           107 34+87=121  34+87=07    False
     1            1           108 02+84=086  02+84=07    False
     1            1           109 95+00=095  95+00=07    False
     1            1           110 09+56=065  09+56=07    False
     1            1           111 22+66=088  22+66=07    False
     1            1           112 43+18=061  43+18=07    False
     1            1           113 61+35=096  61+35=07    False
     1            1           114 13+73=086  13+73=07    False
     1            1           115 25+95=120  25+95=07    False
     1            1           116 73+96=169  73+96=07    False
     1            1           117 03+96=099  03+96=07    False
     1            1           118 97+82=179  97+82=07    False
     1            1           119 18+42=060  18+42=07    False
     1            1           120 29+98=127  29+98=07    False
     1            1           121 61+00=061  61+00=07    False
     1            1           122 22+98=120  22+98=07    False
     1            1           123 12+50=062  12+50=07    False
     1            1           124 02+58=060  02+58=07    False
     1            1           125 75+86=161  75+86=07    False
     1            1           126 31+57=088  31+57=07    False
     1            1           127 49+82=131  49+82=07    False
     1            2             0 15+33=048  15+33=07    False
     1            2             1 49+57=106  49+57=07    False
     1            2             2 61+70=131  61+70=07    False
     1            2             3 91+51=142  91+51=07    False
     1            2             4 50+05=055  50+05=07    False
     1            2             5 44+16=060  44+16=07    False
     1            2             6 92+01=093  92+01=07    False
     1            2             7 85+82=167  85+82=07    False
     1            2             8 07+41=048  07+41=07    False
     1            2             9 40+06=046  40+06=07    False
     1            2            10 79+62=141  79+62=07    False
     1            2            11 95+62=157  95+62=07    False
     1            2            12 42+93=135  42+93=07    False
     1            2            13 32+73=105  32+73=07    False
     1            2            14 47+09=056  47+09=07    False
     1            2            15 59+50=109  59+50=07    False
     1            2            16 61+77=138  61+77=07    False
     1            2            17 64+06=070  64+06=07    False
     1            2            18 35+10=045  35+10=07    False
     1            2            19 32+88=120  32+88=07    False
     1            2            20 03+95=098  03+95=07    False
     1            2            21 11+38=049  11+38=07    False
     1            2            22 21+67=088  21+67=07    False
     1            2            23 33+25=058  33+25=07    False
     1            2            24 63+45=108  63+45=07    False
     1            2            25 56+12=068  56+12=07    False
     1            2            26 19+79=098  19+79=07    False
     1            2            27 60+43=103  60+43=07    False
     1            2            28 07+61=068  07+61=07    False
     1            2            29 58+03=061  58+03=07    False
     1            2            30 11+10=021  11+10=07    False
     1            2            31 49+89=138 49+89=107    False
     1            2            32 37+58=095  37+58=07    False
     1            2            33 59+78=137  59+78=07    False
     1            2            34 11+21=032  11+21=07    False
     1            2            35 37+43=080  37+43=07    False
     1            2            36 44+21=065  44+21=07    False
     1            2            37 22+97=119  22+97=07    False
     1            2            38 65+35=100  65+35=07    False
     1            2            39 06+51=057  06+51=07    False
     1            2            40 65+25=090  65+25=07    False
     1            2            41 74+94=168  74+94=07    False
     1            2            42 87+55=142  87+55=07    False
     1            2            43 90+67=157  90+67=07    False
     1            2            44 11+02=013  11+02=07    False
     1            2            45 01+66=067  01+66=07    False
     1            2            46 56+00=056  56+00=07    False
     1            2            47 58+52=110  58+52=07    False
     1            2            48 24+99=123  24+99=07    False
     1            2            49 97+13=110  97+13=07    False
     1            2            50 42+94=136  42+94=07    False
     1            2            51 60+15=075  60+15=07    False
     1            2            52 20+46=066  20+46=07    False
     1            2            53 40+70=110  40+70=07    False
     1            2            54 95+45=140  95+45=07    False
     1            2            55 96+95=191 96+95=107    False
     1            2            56 98+20=118  98+20=07    False
     1            2            57 43+19=062  43+19=07    False
     1            2            58 50+69=119  50+69=07    False
     1            2            59 27+53=080  27+53=07    False
     1            2            60 24+25=049  24+25=07    False
     1            2            61 65+92=157  65+92=07    False
     1            2            62 28+14=042  28+14=07    False
     1            2            63 20+57=077  20+57=07    False
     1            2            64 59+97=156  59+97=07    False
     1            2            65 98+32=130  98+32=07    False
     1            2            66 55+84=139  55+84=07    False
     1            2            67 20+39=059  20+39=07    False
     1            2            68 86+47=133  86+47=07    False
     1            2            69 92+36=128  92+36=07    False
     1            2            70 05+38=043  05+38=07    False
     1            2            71 77+36=113  77+36=07    False
     1            2            72 41+64=105  41+64=07    False
     1            2            73 74+51=125  74+51=07    False
     1            2            74 74+55=129  74+55=07    False
     1            2            75 64+64=128  64+64=07    False
     1            2            76 60+19=079  60+19=07    False
     1            2            77 77+96=173  77+96=07    False
     1            2            78 22+30=052  22+30=07    False
     1            2            79 82+49=131  82+49=07    False
     1            2            80 39+67=106  39+67=07    False
     1            2            81 62+40=102  62+40=07    False
     1            2            82 28+71=099  28+71=07    False
     1            2            83 47+26=073  47+26=07    False
     1            2            84 98+54=152  98+54=07    False
     1            2            85 38+70=108  38+70=07    False
     1            2            86 63+40=103  63+40=07    False
     1            2            87 86+62=148  86+62=07    False
     1            2            88 22+65=087  22+65=07    False
     1            2            89 41+17=058  41+17=07    False
     1            2            90 68+88=156 68+88=107    False
     1            2            91 96+70=166  96+70=07    False
     1            2            92 99+29=128 99+29=107    False
     1            2            93 83+39=122  83+39=07    False
     1            2            94 26+55=081  26+55=07    False
     1            2            95 53+70=123  53+70=07    False
     1            2            96 94+12=106  94+12=07    False
     1            2            97 00+37=037  00+37=07    False
     1            2            98 36+94=130  36+94=07    False
     1            2            99 40+58=098  40+58=07    False
     1            2           100 19+80=099  19+80=07    False
     1            2           101 49+44=093  49+44=07    False
     1            2           102 70+27=097  70+27=07    False
     1            2           103 52+80=132  52+80=07    False
     1            2           104 77+90=167  77+90=07    False
     1            2           105 13+92=105  13+92=07    False
     1            2           106 59+09=068  59+09=07    False
     1            2           107 33+55=088  33+55=07    False
     1            2           108 85+16=101  85+16=07    False
     1            2           109 25+65=090  25+65=07    False
     1            2           110 46+20=066  46+20=07    False
     1            2           111 29+52=081  29+52=07    False
     1            2           112 32+36=068  32+36=07    False
     1            2           113 47+08=055  47+08=07    False
     1            2           114 21+84=105  21+84=07    False
     1            2           115 24+45=069  24+45=07    False
     1            2           116 29+15=044  29+15=07    False
     1            2           117 83+03=086  83+03=07    False
     1            2           118 83+36=119  83+36=07    False
     1            2           119 58+95=153  58+95=07    False
     1            2           120 76+79=155  76+79=07    False
     1            2           121 63+30=093  63+30=07    False
     1            2           122 38+24=062  38+24=07    False
     1            2           123 19+46=065  19+46=07    False
     1            2           124 99+66=165 99+66=107    False
     1            2           125 95+73=168  95+73=07    False
     1            2           126 65+27=092  65+27=07    False
     1            2           127 91+83=174  91+83=07    False
     1            3             0 65+49=114  65+49=07    False
     1            3             1 03+08=011  03+08=07    False
     1            3             2 67+81=148  67+81=07    False
     1            3             3 47+23=070  47+23=07    False
     1            3             4 43+91=134  43+91=07    False
     1            3             5 41+67=108  41+67=07    False
     1            3             6 02+33=035  02+33=07    False
     1            3             7 64+84=148  64+84=07    False
     1            3             8 81+64=145  81+64=07    False
     1            3             9 80+11=091  80+11=07    False
     1            3            10 78+01=079  78+01=07    False
     1            3            11 89+18=107  89+18=07    False
     1            3            12 45+52=097  45+52=07    False
     1            3            13 35+30=065  35+30=07    False
     1            3            14 53+32=085  53+32=07    False
     1            3            15 49+90=139  49+90=07    False
     1            3            16 41+37=078  41+37=07    False
     1            3            17 35+14=049  35+14=07    False
     1            3            18 92+50=142  92+50=07    False
     1            3            19 37+60=097  37+60=07    False
     1            3            20 91+61=152  91+61=07    False
     1            3            21 80+77=157  80+77=07    False
     1            3            22 66+24=090  66+24=07    False
     1            3            23 81+07=088  81+07=07    False
     1            3            24 85+59=144  85+59=07    False
     1            3            25 19+69=088  19+69=07    False
     1            3            26 91+44=135  91+44=07    False
     1            3            27 25+29=054  25+29=07    False
     1            3            28 27+08=035  27+08=07    False
     1            3            29 66+14=080  66+14=07    False
     1            3            30 95+11=106  95+11=07    False
     1            3            31 13+97=110  13+97=07    False
     1            3            32 94+40=134  94+40=07    False
     1            3            33 74+31=105  74+31=07    False
     1            3            34 49+00=049  49+00=07    False
     1            3            35 59+18=077  59+18=07    False
     1            3            36 07+65=072  07+65=07    False
     1            3            37 83+55=138  83+55=07    False
     1            3            38 49+80=129  49+80=07    False
     1            3            39 64+17=081  64+17=07    False
     1            3            40 48+83=131  48+83=07    False
     1            3            41 95+44=139  95+44=07    False
     1            3            42 71+26=097  71+26=07    False
     1            3            43 06+74=080  06+74=07    False
     1            3            44 34+24=058  34+24=07    False
     1            3            45 59+71=130  59+71=07    False
     1            3            46 68+32=100  68+32=07    False
     1            3            47 38+81=119  38+81=07    False
     1            3            48 29+56=085  29+56=07    False
     1            3            49 54+55=109  54+55=07    False
     1            3            50 31+27=058  31+27=07    False
     1            3            51 97+89=186 97+89=107    False
     1            3            52 48+09=057  48+09=07    False
     1            3            53 86+76=162  86+76=07    False
     1            3            54 82+59=141  82+59=07    False
     1            3            55 01+67=068  01+67=07    False
     1            3            56 26+06=032  26+06=07    False
     1            3            57 22+46=068  22+46=07    False
     1            3            58 85+16=101  85+16=07    False
     1            3            59 29+08=037  29+08=07    False
     1            3            60 73+94=167  73+94=07    False
     1            3            61 19+62=081  19+62=07    False
     1            3            62 86+62=148  86+62=07    False
     1            3            63 38+99=137 38+99=107    False
     1            3            64 64+25=089  64+25=07    False
     1            3            65 61+72=133  61+72=07    False
     1            3            66 78+88=166  78+88=07    False
     1            3            67 43+66=109  43+66=07    False
     1            3            68 69+35=104  69+35=07    False
     1            3            69 33+77=110  33+77=07    False
     1            3            70 37+37=074  37+37=07    False
     1            3            71 87+54=141  87+54=07    False
     1            3            72 68+90=158  68+90=07    False
     1            3            73 83+44=127  83+44=07    False
     1            3            74 41+09=050  41+09=07    False
     1            3            75 13+48=061  13+48=07    False
     1            3            76 01+41=042  01+41=07    False
     1            3            77 19+74=093  19+74=07    False
     1            3            78 15+05=020  15+05=07    False
     1            3            79 55+46=101  55+46=07    False
     1            3            80 68+33=101  68+33=07    False
     1            3            81 44+40=084  44+40=07    False
     1            3            82 88+03=091  88+03=07    False
     1            3            83 81+79=160  81+79=07    False
     1            3            84 18+98=116  18+98=07    False
     1            3            85 70+64=134  70+64=07    False
     1            3            86 26+44=070  26+44=07    False
     1            3            87 98+87=185 98+87=107    False
     1            3            88 18+74=092  18+74=07    False
     1            3            89 50+68=118  50+68=07    False
     1            3            90 13+51=064  13+51=07    False
     1            3            91 90+89=179  90+89=07    False
     1            3            92 47+78=125  47+78=07    False
     1            3            93 81+57=138  81+57=07    False
     1            3            94 34+47=081  34+47=07    False
     1            3            95 94+23=117  94+23=07    False
     1            3            96 07+70=077  07+70=07    False
     1            3            97 56+33=089  56+33=07    False
     1            3            98 33+04=037  33+04=07    False
     1            3            99 26+09=035  26+09=07    False
     1            3           100 14+92=106  14+92=07    False
     1            3           101 78+54=132  78+54=07    False
     1            3           102 36+76=112  36+76=07    False
     1            3           103 17+47=064  17+47=07    False
     1            3           104 28+18=046  28+18=07    False
     1            3           105 78+54=132  78+54=07    False
     1            3           106 84+72=156  84+72=07    False
     1            3           107 00+44=044  00+44=07    False
     1            3           108 50+41=091  50+41=07    False
     1            3           109 87+88=175  87+88=07    False
     1            3           110 11+66=077  11+66=07    False
     1            3           111 80+60=140  80+60=07    False
     1            3           112 78+76=154  78+76=07    False
     1            3           113 24+74=098  24+74=07    False
     1            3           114 88+48=136  88+48=07    False
     1            3           115 38+31=069  38+31=07    False
     1            3           116 29+27=056  29+27=07    False
     1            3           117 08+45=053  08+45=07    False
     1            3           118 28+13=041  28+13=07    False
     1            3           119 53+99=152  53+99=07    False
     1            3           120 47+92=139  47+92=07    False
     1            3           121 76+21=097  76+21=07    False
     1            3           122 53+96=149  53+96=07    False
     1            3           123 93+91=184  93+91=07    False
     1            3           124 97+33=130  97+33=07    False
     1            3           125 67+78=145  67+78=07    False
     1            3           126 58+05=063  58+05=07    False
     1            3           127 00+16=016  00+16=07    False
     1            4             0 80+19=099  80+19=07    False
     1            4             1 98+22=120  98+22=07    False
     1            4             2 09+62=071  09+62=07    False
     1            4             3 06+23=029  06+23=07    False
     1            4             4 32+99=131  32+99=07    False
     1            4             5 17+02=019  17+02=07    False
     1            4             6 64+35=099  64+35=07    False
     1            4             7 35+83=118  35+83=07    False
     1            4             8 71+36=107  71+36=07    False
     1            4             9 75+06=081  75+06=07    False
     1            4            10 88+95=183  88+95=07    False
     1            4            11 19+98=117  19+98=07    False
     1            4            12 28+89=117  28+89=07    False
     1            4            13 33+11=044  33+11=07    False
     1            4            14 34+49=083  34+49=07    False
     1            4            15 90+35=125  90+35=07    False
     1            4            16 22+90=112  22+90=07    False
     1            4            17 98+89=187 98+89=107    False
     1            4            18 88+47=135  88+47=07    False
     1            4            19 30+86=116  30+86=07    False
     1            4            20 31+48=079  31+48=07    False
     1            4            21 39+21=060  39+21=07    False
     1            4            22 19+17=036  19+17=07    False
     1            4            23 27+60=087  27+60=07    False
     1            4            24 12+16=028  12+16=07    False
     1            4            25 51+75=126  51+75=07    False
     1            4            26 10+74=084  10+74=07    False
     1            4            27 42+63=105  42+63=07    False
     1            4            28 40+14=054  40+14=07    False
     1            4            29 23+93=116  23+93=07    False
     1            4            30 85+26=111  85+26=07    False
     1            4            31 28+46=074  28+46=07    False
     1            4            32 28+33=061  28+33=07    False
     1            4            33 43+30=073  43+30=07    False
     1            4            34 89+72=161  89+72=07    False
     1            4            35 52+21=073  52+21=07    False
     1            4            36 21+54=075  21+54=07    False
     1            4            37 69+13=082  69+13=07    False
     1            4            38 07+60=067  07+60=07    False
     1            4            39 63+83=146  63+83=07    False
     1            4            40 80+69=149  80+69=07    False
     1            4            41 27+28=055  27+28=07    False
     1            4            42 42+31=073  42+31=07    False
     1            4            43 51+99=150  51+99=07    False
     1            4            44 28+75=103  28+75=07    False
     1            4            45 38+57=095  38+57=07    False
     1            4            46 83+16=099  83+16=07    False
     1            4            47 92+94=186  92+94=07    False
     1            4            48 55+75=130  55+75=07    False
     1            4            49 59+51=110  59+51=07    False
     1            4            50 33+09=042  33+09=07    False
     1            4            51 53+13=066  53+13=07    False
     1            4            52 05+70=075  05+70=07    False
     1            4            53 12+20=032  12+20=07    False
     1            4            54 11+49=060  11+49=07    False
     1            4            55 63+45=108  63+45=07    False
     1            4            56 92+23=115  92+23=07    False
     1            4            57 82+45=127  82+45=07    False
     1            4            58 23+41=064  23+41=07    False
     1            4            59 64+26=090  64+26=07    False
     1            4            60 91+24=115  91+24=07    False
     1            4            61 20+32=052  20+32=07    False
     1            4            62 83+21=104  83+21=07    False
     1            4            63 07+20=027  07+20=07    False
     1            4            64 94+14=108  94+14=07    False
     1            4            65 96+89=185 96+89=107    False
     1            4            66 13+08=021  13+08=07    False
     1            4            67 32+05=037  32+05=07    False
     1            4            68 09+51=060  09+51=07    False
     1            4            69 26+29=055  26+29=07    False
     1            4            70 49+65=114  49+65=07    False
     1            4            71 32+66=098  32+66=07    False
     1            4            72 41+08=049  41+08=07    False
     1            4            73 26+79=105  26+79=07    False
     1            4            74 29+91=120  29+91=07    False
     1            4            75 51+00=051  51+00=07    False
     1            4            76 61+60=121  61+60=07    False
     1            4            77 45+78=123  45+78=07    False
     1            4            78 56+16=072  56+16=07    False
     1            4            79 66+68=134  66+68=07    False
     1            4            80 32+16=048  32+16=07    False
     1            4            81 84+49=133  84+49=07    False
     1            4            82 45+09=054  45+09=07    False
     1            4            83 96+78=174  96+78=07    False
     1            4            84 10+02=012  10+02=07    False
     1            4            85 36+60=096  36+60=07    False
     1            4            86 44+36=080  44+36=07    False
     1            4            87 12+86=098  12+86=07    False
     1            4            88 94+54=148  94+54=07    False
     1            4            89 64+73=137  64+73=07    False
     1            4            90 73+10=083  73+10=07    False
     1            4            91 14+62=076  14+62=07    False
     1            4            92 25+22=047  25+22=07    False
     1            4            93 94+22=116  94+22=07    False
     1            4            94 41+76=117  41+76=07    False
     1            4            95 38+46=084  38+46=07    False
     1            4            96 71+72=143  71+72=07    False
     1            4            97 74+79=153  74+79=07    False
     1            4            98 99+67=166 99+67=107    False
     1            4            99 78+71=149  78+71=07    False
     1            4           100 23+19=042  23+19=07    False
     1            4           101 51+65=116  51+65=07    False
     1            4           102 94+86=180  94+86=07    False
     1            4           103 09+79=088  09+79=07    False
     1            4           104 69+39=108  69+39=07    False
     1            4           105 84+13=097  84+13=07    False
     1            4           106 36+59=095  36+59=07    False
     1            4           107 87+47=134  87+47=07    False
     1            4           108 50+00=050  50+00=07    False
     1            4           109 76+96=172  76+96=07    False
     1            4           110 12+18=030  12+18=07    False
     1            4           111 99+95=194 99+95=107    False
     1            4           112 22+00=022  22+00=07    False
     1            4           113 96+18=114  96+18=07    False
     1            4           114 51+20=071  51+20=07    False
     1            4           115 66+81=147  66+81=07    False
     1            4           116 78+18=096  78+18=07    False
     1            4           117 09+78=087  09+78=07    False
     1            4           118 24+20=044  24+20=07    False
     1            4           119 76+13=089  76+13=07    False
     1            4           120 05+10=015  05+10=07    False
     1            4           121 97+14=111  97+14=07    False
     1            4           122 92+38=130  92+38=07    False
     1            4           123 77+13=090  77+13=07    False
     1            4           124 70+19=089  70+19=07    False
     1            4           125 90+45=135  90+45=07    False
     1            4           126 50+09=059  50+09=07    False
     1            4           127 78+06=084  78+06=07    False
     1            5             0 03+25=028  03+25=07    False
     1            5             1 48+43=091  48+43=07    False
     1            5             2 39+47=086  39+47=07    False
     1            5             3 48+19=067  48+19=07    False
     1            5             4 07+22=029  07+22=07    False
     1            5             5 73+68=141  73+68=07    False
     1            5             6 14+56=070  14+56=07    False
     1            5             7 96+95=191 96+95=107    False
     1            5             8 96+28=124  96+28=07    False
     1            5             9 82+05=087  82+05=07    False
     1            5            10 27+94=121  27+94=07    False
     1            5            11 87+86=173  87+86=07    False
     1            5            12 00+68=068  00+68=07    False
     1            5            13 11+37=048  11+37=07    False
     1            5            14 95+93=188  95+93=07    False
     1            5            15 75+82=157  75+82=07    False
     1            5            16 41+71=112  41+71=07    False
     1            5            17 60+14=074  60+14=07    False
     1            5            18 77+77=154  77+77=07    False
     1            5            19 31+84=115  31+84=07    False
     1            5            20 31+57=088  31+57=07    False
     1            5            21 27+87=114  27+87=07    False
     1            5            22 31+89=120  31+89=07    False
     1            5            23 22+18=040  22+18=07    False
     1            5            24 38+25=063  38+25=07    False
     1            5            25 64+54=118  64+54=07    False
     1            5            26 85+60=145  85+60=07    False
     1            5            27 14+71=085  14+71=07    False
     1            5            28 06+16=022  06+16=07    False
     1            5            29 78+61=139  78+61=07    False
     1            5            30 65+75=140  65+75=07    False
     1            5            31 13+83=096  13+83=07    False
     1            5            32 75+49=124  75+49=07    False
     1            5            33 05+78=083  05+78=07    False
     1            5            34 66+55=121  66+55=07    False
     1            5            35 03+05=008  03+05=07    False
     1            5            36 69+99=168 69+99=107    False
     1            5            37 52+82=134  52+82=07    False
